AGE,CI_LOWER,CI_UPPER,COUNT,EVENT_TYPE,POPULATION,RACE,RATE,SEX,SITE,YEAR,RATE == as.numeric(RATE)
60-64,11.9,13.4,1007,Incidence,7979525,All Races,12.6,Male and Female,Cervix,2008,TRUE
65-69,12.5,14.4,825,Incidence,6147908,All Races,13.4,Male and Female,Cervix,2008,TRUE
70-74,10.7,12.7,567,Incidence,4856336,All Races,11.7,Male and Female,Cervix,2008,TRUE
75-79,9.6,11.6,443,Incidence,4178497,All Races,10.6,Male and Female,Cervix,2008,TRUE
80-84,9.3,11.5,360,Incidence,3477946,All Races,10.4,Male and Female,Cervix,2008,TRUE
85+,8.1,10.1,319,Incidence,3533026,All Races,9,Male and Female,Cervix,2008,FALSE
<1,~,~,~,Incidence,2022889,All Races,NA,Male and Female,Cervix,2008,NA
1-4,~,~,~,Incidence,16138392,All Races,NA,Male and Female,Colon and Rectum,2008,NA
10-14,~,~,~,Incidence,20706655,All Races,NA,Male and Female,Colon and Rectum,2008,NA
15-19,0.2,0.4,65,Incidence,22210880,All Races,0.3,Male and Female,Colon and Rectum,2008,TRUE
20-24,0.8,1.1,196,Incidence,21180612,All Races,0.9,Male and Female,Colon and Rectum,2008,TRUE
25-29,2.1,2.5,482,Incidence,20902668,All Races,2.3,Male and Female,Colon and Rectum,2008,TRUE
30-34,4.4,5.0,908,Incidence,19304805,All Races,4.7,Male and Female,Colon and Rectum,2008,TRUE
35-39,9.1,10.0,1984,Incidence,20817463,All Races,9.5,Male and Female,Colon and Rectum,2008,TRUE
40-44,17.0,18.1,3745,Incidence,21375023,All Races,17.5,Male and Female,Colon and Rectum,2008,TRUE
45-49,30.1,31.5,7021,Incidence,22820973,All Races,30.8,Male and Female,Colon and Rectum,2008,TRUE
5-9,~,~,~,Incidence,19929602,All Races,NA,Male and Female,Colon and Rectum,2008,NA
50-54,55.8,57.9,12302,Incidence,21639474,All Races,56.8,Male and Female,Colon and Rectum,2008,TRUE
55-59,72.7,75.2,13917,Incidence,18814568,All Races,74,Male and Female,Colon and Rectum,2008,FALSE
60-64,101.6,104.8,15837,Incidence,15342495,All Races,103.2,Male and Female,Colon and Rectum,2008,TRUE
65-69,151.5,156.0,17821,Incidence,11594347,All Races,153.7,Male and Female,Colon and Rectum,2008,TRUE
70-74,199.6,205.5,18051,Incidence,8911332,All Races,202.6,Male and Female,Colon and Rectum,2008,TRUE
75-79,255.1,262.5,19009,Incidence,7345743,All Races,258.8,Male and Female,Colon and Rectum,2008,TRUE
80-84,307.5,316.7,17884,Incidence,5730359,All Races,312.1,Male and Female,Colon and Rectum,2008,TRUE
85+,346.8,357.0,18282,Incidence,5195840,All Races,351.9,Male and Female,Colon and Rectum,2008,TRUE
<1,~,~,~,Incidence,4132735,All Races,NA,Male and Female,Colon and Rectum,2008,NA
1-4,~,~,~,Incidence,7891294,All Races,NA,Male and Female,"Corpus and Uterus, NOS",2008,NA
10-14,~,~,~,Incidence,10108474,All Races,NA,Male and Female,"Corpus and Uterus, NOS",2008,NA
15-19,~,~,~,Incidence,10805148,All Races,NA,Male and Female,"Corpus and Uterus, NOS",2008,NA
20-24,0.3,0.6,44,Incidence,10339566,All Races,0.4,Male and Female,"Corpus and Uterus, NOS",2008,TRUE
25-29,1.6,2.1,189,Incidence,10393532,All Races,1.8,Male and Female,"Corpus and Uterus, NOS",2008,TRUE
30-34,4.1,5.0,438,Incidence,9625879,All Races,4.6,Male and Female,"Corpus and Uterus, NOS",2008,TRUE
35-39,8.1,9.2,904,Incidence,10437809,All Races,8.7,Male and Female,"Corpus and Uterus, NOS",2008,TRUE
40-44,13.7,15.2,1553,Incidence,10757924,All Races,14.4,Male and Female,"Corpus and Uterus, NOS",2008,TRUE
45-49,23.4,25.2,2806,Incidence,11556983,All Races,24.3,Male and Female,"Corpus and Uterus, NOS",2008,TRUE
5-9,~,~,~,Incidence,9748488,All Races,NA,Male and Female,"Corpus and Uterus, NOS",2008,NA
50-54,44.7,47.2,5070,Incidence,11040553,All Races,45.9,Male and Female,"Corpus and Uterus, NOS",2008,TRUE
55-59,72.9,76.3,7234,Incidence,9702238,All Races,74.6,Male and Female,"Corpus and Uterus, NOS",2008,TRUE
60-64,90.9,95.2,7425,Incidence,7979525,All Races,93.1,Male and Female,"Corpus and Uterus, NOS",2008,TRUE
65-69,94.8,99.8,5981,Incidence,6147908,All Races,97.3,Male and Female,"Corpus and Uterus, NOS",2008,TRUE
70-74,87.8,93.2,4394,Incidence,4856336,All Races,90.5,Male and Female,"Corpus and Uterus, NOS",2008,TRUE
75-79,77.9,83.4,3369,Incidence,4178497,All Races,80.6,Male and Female,"Corpus and Uterus, NOS",2008,TRUE
80-84,69.6,75.3,2518,Incidence,3477946,All Races,72.4,Male and Female,"Corpus and Uterus, NOS",2008,TRUE
85+,57.0,62.1,2101,Incidence,3533026,All Races,59.5,Male and Female,"Corpus and Uterus, NOS",2008,TRUE
<1,~,~,~,Incidence,2022889,All Races,NA,Male and Female,"Corpus and Uterus, NOS",2008,NA
1-4,~,~,~,Incidence,16138392,All Races,NA,Male and Female,Esophagus,2008,NA
10-14,~,~,~,Incidence,20706655,All Races,NA,Male and Female,Esophagus,2008,NA
15-19,~,~,~,Incidence,22210880,All Races,NA,Male and Female,Esophagus,2008,NA
20-24,~,~,~,Incidence,21180612,All Races,NA,Male and Female,Esophagus,2008,NA
25-29,~,~,~,Incidence,20902668,All Races,NA,Male and Female,Esophagus,2008,NA
30-34,0.1,0.3,35,Incidence,19304805,All Races,0.2,Male and Female,Esophagus,2008,TRUE
35-39,0.4,0.6,107,Incidence,20817463,All Races,0.5,Male and Female,Esophagus,2008,TRUE
40-44,1.1,1.4,258,Incidence,21375023,All Races,1.2,Male and Female,Esophagus,2008,TRUE
45-49,2.9,3.4,718,Incidence,22820973,All Races,3.1,Male and Female,Esophagus,2008,TRUE
5-9,~,~,~,Incidence,19929602,All Races,NA,Male and Female,Esophagus,2008,NA
50-54,5.8,6.5,1328,Incidence,21639474,All Races,6.1,Male and Female,Esophagus,2008,TRUE
55-59,9.6,10.5,1895,Incidence,18814568,All Races,10.1,Male and Female,Esophagus,2008,TRUE
60-64,15.2,16.4,2425,Incidence,15342495,All Races,15.8,Male and Female,Esophagus,2008,TRUE
65-69,20.0,21.7,2415,Incidence,11594347,All Races,20.8,Male and Female,Esophagus,2008,TRUE
70-74,23.8,25.9,2212,Incidence,8911332,All Races,24.8,Male and Female,Esophagus,2008,TRUE
75-79,25.9,28.3,1991,Incidence,7345743,All Races,27.1,Male and Female,Esophagus,2008,TRUE
80-84,27.6,30.4,1661,Incidence,5730359,All Races,29,Male and Female,Esophagus,2008,FALSE
85+,23.6,26.3,1294,Incidence,5195840,All Races,24.9,Male and Female,Esophagus,2008,TRUE
<1,~,~,~,Incidence,4132735,All Races,NA,Male and Female,Esophagus,2008,NA
1-4,~,~,~,Incidence,7891294,All Races,NA,Male and Female,Female Breast,2008,NA
10-14,~,~,~,Incidence,10108474,All Races,NA,Male and Female,Female Breast,2008,NA
15-19,~,~,~,Incidence,10805148,All Races,NA,Male and Female,Female Breast,2008,NA
20-24,1.3,1.8,159,Incidence,10339566,All Races,1.5,Male and Female,Female Breast,2008,TRUE
25-29,7.9,9.0,876,Incidence,10393532,All Races,8.4,Male and Female,Female Breast,2008,TRUE
30-34,27.0,29.1,2697,Incidence,9625879,All Races,28,Male and Female,Female Breast,2008,FALSE
35-39,61.6,64.7,6590,Incidence,10437809,All Races,63.1,Male and Female,Female Breast,2008,TRUE
40-44,121.3,125.5,13271,Incidence,10757924,All Races,123.4,Male and Female,Female Breast,2008,TRUE
45-49,187.2,192.2,21921,Incidence,11556983,All Races,189.7,Male and Female,Female Breast,2008,TRUE
5-9,~,~,~,Incidence,9748488,All Races,NA,Male and Female,Female Breast,2008,NA
50-54,222.2,227.8,24839,Incidence,11040553,All Races,225,Male and Female,Female Breast,2008,FALSE
55-59,263.9,270.4,25914,Incidence,9702238,All Races,267.1,Male and Female,Female Breast,2008,TRUE
60-64,340.8,349.0,27518,Incidence,7979525,All Races,344.9,Male and Female,Female Breast,2008,TRUE
65-69,407.7,417.9,25377,Incidence,6147908,All Races,412.8,Male and Female,Female Breast,2008,TRUE
70-74,417.2,428.8,20539,Incidence,4856336,All Races,422.9,Male and Female,Female Breast,2008,TRUE
75-79,431.3,444.0,18284,Incidence,4178497,All Races,437.6,Male and Female,Female Breast,2008,TRUE
80-84,422.3,436.1,14925,Incidence,3477946,All Races,429.1,Male and Female,Female Breast,2008,TRUE
85+,360.5,373.2,12960,Incidence,3533026,All Races,366.8,Male and Female,Female Breast,2008,TRUE
<1,~,~,~,Incidence,2022889,All Races,NA,Male and Female,Female Breast,2008,NA
1-4,~,~,~,Incidence,7891294,All Races,NA,Male and Female,"Female Breast, <i>in situ</i>",2008,NA
10-14,~,~,~,Incidence,10108474,All Races,NA,Male and Female,"Female Breast, <i>in situ</i>",2008,NA
15-19,~,~,~,Incidence,10805148,All Races,NA,Male and Female,"Female Breast, <i>in situ</i>",2008,NA
20-24,0.1,0.3,19,Incidence,10339566,All Races,0.2,Male and Female,"Female Breast, <i>in situ</i>",2008,TRUE
25-29,0.7,1.0,87,Incidence,10393532,All Races,0.8,Male and Female,"Female Breast, <i>in situ</i>",2008,TRUE
30-34,2.6,3.3,280,Incidence,9625879,All Races,2.9,Male and Female,"Female Breast, <i>in situ</i>",2008,TRUE
35-39,11.6,13.0,1283,Incidence,10437809,All Races,12.3,Male and Female,"Female Breast, <i>in situ</i>",2008,TRUE
40-44,38.3,40.7,4249,Incidence,10757924,All Races,39.5,Male and Female,"Female Breast, <i>in situ</i>",2008,TRUE
45-49,61.0,63.9,7217,Incidence,11556983,All Races,62.4,Male and Female,"Female Breast, <i>in situ</i>",2008,TRUE
5-9,~,~,~,Incidence,9748488,All Races,NA,Male and Female,"Female Breast, <i>in situ</i>",2008,NA
50-54,71.7,74.9,8087,Incidence,11040553,All Races,73.2,Male and Female,"Female Breast, <i>in situ</i>",2008,TRUE
55-59,74.0,77.5,7351,Incidence,9702238,All Races,75.8,Male and Female,"Female Breast, <i>in situ</i>",2008,TRUE
60-64,88.0,92.1,7184,Incidence,7979525,All Races,90,Male and Female,"Female Breast, <i>in situ</i>",2008,FALSE
65-69,100.4,105.5,6326,Incidence,6147908,All Races,102.9,Male and Female,"Female Breast, <i>in situ</i>",2008,TRUE
70-74,98.7,104.4,4929,Incidence,4856336,All Races,101.5,Male and Female,"Female Breast, <i>in situ</i>",2008,TRUE
75-79,88.9,94.7,3834,Incidence,4178497,All Races,91.8,Male and Female,"Female Breast, <i>in situ</i>",2008,TRUE
80-84,69.2,74.8,2503,Incidence,3477946,All Races,72,Male and Female,"Female Breast, <i>in situ</i>",2008,FALSE
85+,32.9,36.8,1231,Incidence,3533026,All Races,34.8,Male and Female,"Female Breast, <i>in situ</i>",2008,TRUE
<1,~,~,~,Incidence,2022889,All Races,NA,Male and Female,"Female Breast, <i>in situ</i>",2008,NA
1-4,~,~,~,Incidence,16138392,All Races,NA,Male and Female,Hodgkin Lymphoma,2008,NA
10-14,1.2,1.5,277,Incidence,20706655,All Races,1.3,Male and Female,Hodgkin Lymphoma,2008,TRUE
15-19,3.0,3.5,723,Incidence,22210880,All Races,3.3,Male and Female,Hodgkin Lymphoma,2008,TRUE
20-24,4.1,4.7,929,Incidence,21180612,All Races,4.4,Male and Female,Hodgkin Lymphoma,2008,TRUE
25-29,4.2,4.8,938,Incidence,20902668,All Races,4.5,Male and Female,Hodgkin Lymphoma,2008,TRUE
30-34,3.8,4.4,783,Incidence,19304805,All Races,4.1,Male and Female,Hodgkin Lymphoma,2008,TRUE
35-39,3.2,3.7,708,Incidence,20817463,All Races,3.4,Male and Female,Hodgkin Lymphoma,2008,TRUE
40-44,2.9,3.4,674,Incidence,21375023,All Races,3.2,Male and Female,Hodgkin Lymphoma,2008,TRUE
45-49,2.7,3.2,667,Incidence,22820973,All Races,2.9,Male and Female,Hodgkin Lymphoma,2008,TRUE
5-9,0.4,0.6,90,Incidence,19929602,All Races,0.5,Male and Female,Hodgkin Lymphoma,2008,TRUE
50-54,2.2,2.6,524,Incidence,21639474,All Races,2.4,Male and Female,Hodgkin Lymphoma,2008,TRUE
55-59,2.6,3.1,527,Incidence,18814568,All Races,2.8,Male and Female,Hodgkin Lymphoma,2008,TRUE
60-64,2.8,3.3,468,Incidence,15342495,All Races,3.1,Male and Female,Hodgkin Lymphoma,2008,TRUE
65-69,3.3,4.0,423,Incidence,11594347,All Races,3.6,Male and Female,Hodgkin Lymphoma,2008,TRUE
70-74,3.9,4.8,385,Incidence,8911332,All Races,4.3,Male and Female,Hodgkin Lymphoma,2008,TRUE
75-79,4.3,5.3,350,Incidence,7345743,All Races,4.8,Male and Female,Hodgkin Lymphoma,2008,TRUE
80-84,4.2,5.3,269,Incidence,5730359,All Races,4.7,Male and Female,Hodgkin Lymphoma,2008,TRUE
85+,3.0,4.0,181,Incidence,5195840,All Races,3.5,Male and Female,Hodgkin Lymphoma,2008,TRUE
<1,~,~,~,Incidence,4132735,All Races,NA,Male and Female,Hodgkin Lymphoma,2008,NA
1-4,~,~,~,Incidence,16138392,All Races,NA,Male and Female,Kaposi Sarcoma,2008,NA
10-14,~,~,~,Incidence,20706655,All Races,NA,Male and Female,Kaposi Sarcoma,2008,NA
15-19,~,~,~,Incidence,22210880,All Races,NA,Male and Female,Kaposi Sarcoma,2008,NA
20-24,0.1,0.2,33,Incidence,21180612,All Races,0.2,Male and Female,Kaposi Sarcoma,2008,TRUE
25-29,0.3,0.5,81,Incidence,20902668,All Races,0.4,Male and Female,Kaposi Sarcoma,2008,TRUE
30-34,0.5,0.7,116,Incidence,19304805,All Races,0.6,Male and Female,Kaposi Sarcoma,2008,TRUE
35-39,0.7,0.9,169,Incidence,20817463,All Races,0.8,Male and Female,Kaposi Sarcoma,2008,TRUE
40-44,0.9,1.2,221,Incidence,21375023,All Races,1,Male and Female,Kaposi Sarcoma,2008,FALSE
45-49,0.7,0.9,176,Incidence,22820973,All Races,0.8,Male and Female,Kaposi Sarcoma,2008,TRUE
5-9,~,~,~,Incidence,19929602,All Races,NA,Male and Female,Kaposi Sarcoma,2008,NA
50-54,0.3,0.5,88,Incidence,21639474,All Races,0.4,Male and Female,Kaposi Sarcoma,2008,TRUE
55-59,0.2,0.4,59,Incidence,18814568,All Races,0.3,Male and Female,Kaposi Sarcoma,2008,TRUE
60-64,0.2,0.3,36,Incidence,15342495,All Races,0.2,Male and Female,Kaposi Sarcoma,2008,TRUE
65-69,0.3,0.5,48,Incidence,11594347,All Races,0.4,Male and Female,Kaposi Sarcoma,2008,TRUE
70-74,0.4,0.7,48,Incidence,8911332,All Races,0.5,Male and Female,Kaposi Sarcoma,2008,TRUE
75-79,0.6,1.0,56,Incidence,7345743,All Races,0.8,Male and Female,Kaposi Sarcoma,2008,TRUE
80-84,0.8,1.3,60,Incidence,5730359,All Races,1,Male and Female,Kaposi Sarcoma,2008,FALSE
85+,1.3,2.0,86,Incidence,5195840,All Races,1.7,Male and Female,Kaposi Sarcoma,2008,TRUE
<1,~,~,~,Incidence,4132735,All Races,NA,Male and Female,Kaposi Sarcoma,2008,NA
1-4,2.0,2.4,353,Incidence,16138392,All Races,2.2,Male and Female,Kidney and Renal Pelvis,2008,TRUE
10-14,0.1,0.2,25,Incidence,20706655,All Races,0.1,Male and Female,Kidney and Renal Pelvis,2008,TRUE
15-19,0.2,0.3,49,Incidence,22210880,All Races,0.2,Male and Female,Kidney and Renal Pelvis,2008,TRUE
20-24,0.4,0.6,99,Incidence,21180612,All Races,0.5,Male and Female,Kidney and Renal Pelvis,2008,TRUE
25-29,1.1,1.4,251,Incidence,20902668,All Races,1.2,Male and Female,Kidney and Renal Pelvis,2008,TRUE
30-34,2.5,3.0,536,Incidence,19304805,All Races,2.8,Male and Female,Kidney and Renal Pelvis,2008,TRUE
35-39,5.0,5.6,1108,Incidence,20817463,All Races,5.3,Male and Female,Kidney and Renal Pelvis,2008,TRUE
40-44,9.2,10.0,2045,Incidence,21375023,All Races,9.6,Male and Female,Kidney and Renal Pelvis,2008,TRUE
45-49,15.0,16.0,3538,Incidence,22820973,All Races,15.5,Male and Female,Kidney and Renal Pelvis,2008,TRUE
5-9,0.5,0.7,117,Incidence,19929602,All Races,0.6,Male and Female,Kidney and Renal Pelvis,2008,TRUE
50-54,22.9,24.2,5088,Incidence,21639474,All Races,23.5,Male and Female,Kidney and Renal Pelvis,2008,TRUE
55-59,33.4,35.1,6439,Incidence,18814568,All Races,34.2,Male and Female,Kidney and Renal Pelvis,2008,TRUE
60-64,46.3,48.5,7272,Incidence,15342495,All Races,47.4,Male and Female,Kidney and Renal Pelvis,2008,TRUE
65-69,60.5,63.3,7177,Incidence,11594347,All Races,61.9,Male and Female,Kidney and Renal Pelvis,2008,TRUE
70-74,68.5,72.0,6258,Incidence,8911332,All Races,70.2,Male and Female,Kidney and Renal Pelvis,2008,TRUE
75-79,71.2,75.1,5373,Incidence,7345743,All Races,73.1,Male and Female,Kidney and Renal Pelvis,2008,TRUE
80-84,69.8,74.3,4127,Incidence,5730359,All Races,72,Male and Female,Kidney and Renal Pelvis,2008,FALSE
85+,55.4,59.5,2984,Incidence,5195840,All Races,57.4,Male and Female,Kidney and Renal Pelvis,2008,TRUE
<1,1.4,2.3,76,Incidence,4132735,All Races,1.8,Male and Female,Kidney and Renal Pelvis,2008,TRUE
1-4,~,~,~,Incidence,16138392,All Races,NA,Male and Female,Larynx,2008,NA
10-14,~,~,~,Incidence,20706655,All Races,NA,Male and Female,Larynx,2008,NA
15-19,~,~,~,Incidence,22210880,All Races,NA,Male and Female,Larynx,2008,NA
20-24,~,~,~,Incidence,21180612,All Races,NA,Male and Female,Larynx,2008,NA
25-29,~,~,~,Incidence,20902668,All Races,NA,Male and Female,Larynx,2008,NA
30-34,0.1,0.2,24,Incidence,19304805,All Races,0.1,Male and Female,Larynx,2008,TRUE
35-39,0.3,0.5,80,Incidence,20817463,All Races,0.4,Male and Female,Larynx,2008,TRUE
40-44,1.1,1.4,262,Incidence,21375023,All Races,1.2,Male and Female,Larynx,2008,TRUE
45-49,3.0,3.5,739,Incidence,22820973,All Races,3.2,Male and Female,Larynx,2008,TRUE
5-9,~,~,~,Incidence,19929602,All Races,NA,Male and Female,Larynx,2008,NA
50-54,5.9,6.5,1341,Incidence,21639474,All Races,6.2,Male and Female,Larynx,2008,TRUE
55-59,8.8,9.7,1735,Incidence,18814568,All Races,9.2,Male and Female,Larynx,2008,TRUE
60-64,13.2,14.3,2107,Incidence,15342495,All Races,13.7,Male and Female,Larynx,2008,TRUE
65-69,16.9,18.5,2051,Incidence,11594347,All Races,17.7,Male and Female,Larynx,2008,TRUE
70-74,17.2,19.0,1613,Incidence,8911332,All Races,18.1,Male and Female,Larynx,2008,TRUE
75-79,16.6,18.5,1287,Incidence,7345743,All Races,17.5,Male and Female,Larynx,2008,TRUE
80-84,13.8,15.8,848,Incidence,5730359,All Races,14.8,Male and Female,Larynx,2008,TRUE
85+,9.3,11.0,525,Incidence,5195840,All Races,10.1,Male and Female,Larynx,2008,TRUE
<1,~,~,~,Incidence,4132735,All Races,NA,Male and Female,Larynx,2008,NA
1-4,8.8,9.7,1491,Incidence,16138392,All Races,9.2,Male and Female,Leukemias,2008,TRUE
10-14,2.9,3.4,654,Incidence,20706655,All Races,3.2,Male and Female,Leukemias,2008,TRUE
15-19,2.8,3.3,670,Incidence,22210880,All Races,3,Male and Female,Leukemias,2008,FALSE
20-24,2.3,2.8,541,Incidence,21180612,All Races,2.6,Male and Female,Leukemias,2008,TRUE
25-29,2.7,3.2,617,Incidence,20902668,All Races,3,Male and Female,Leukemias,2008,FALSE
30-34,3.1,3.6,650,Incidence,19304805,All Races,3.4,Male and Female,Leukemias,2008,TRUE
35-39,3.9,4.5,870,Incidence,20817463,All Races,4.2,Male and Female,Leukemias,2008,TRUE
40-44,5.5,6.1,1241,Incidence,21375023,All Races,5.8,Male and Female,Leukemias,2008,TRUE
45-49,7.7,8.4,1832,Incidence,22820973,All Races,8,Male and Female,Leukemias,2008,FALSE
5-9,3.9,4.5,829,Incidence,19929602,All Races,4.2,Male and Female,Leukemias,2008,TRUE
50-54,11.5,12.4,2589,Incidence,21639474,All Races,12,Male and Female,Leukemias,2008,FALSE
55-59,16.7,17.9,3257,Incidence,18814568,All Races,17.3,Male and Female,Leukemias,2008,TRUE
60-64,24.9,26.5,3947,Incidence,15342495,All Races,25.7,Male and Female,Leukemias,2008,TRUE
65-69,36.5,38.7,4359,Incidence,11594347,All Races,37.6,Male and Female,Leukemias,2008,TRUE
70-74,49.5,52.5,4543,Incidence,8911332,All Races,51,Male and Female,Leukemias,2008,FALSE
75-79,65.5,69.2,4945,Incidence,7345743,All Races,67.3,Male and Female,Leukemias,2008,TRUE
80-84,78.9,83.6,4653,Incidence,5730359,All Races,81.2,Male and Female,Leukemias,2008,TRUE
85+,90.5,95.8,4840,Incidence,5195840,All Races,93.2,Male and Female,Leukemias,2008,TRUE
<1,3.9,5.3,189,Incidence,4132735,All Races,4.6,Male and Female,Leukemias,2008,TRUE
1-4,0.5,0.7,91,Incidence,16138392,All Races,0.6,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
10-14,0.1,0.1,18,Incidence,20706655,All Races,0.1,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
15-19,0.1,0.2,30,Incidence,22210880,All Races,0.1,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
20-24,0.1,0.2,27,Incidence,21180612,All Races,0.1,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
25-29,0.3,0.4,70,Incidence,20902668,All Races,0.3,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
30-34,0.4,0.6,89,Incidence,19304805,All Races,0.5,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
35-39,0.7,1.0,176,Incidence,20817463,All Races,0.8,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
40-44,1.6,2.0,382,Incidence,21375023,All Races,1.8,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
45-49,4.9,5.5,1189,Incidence,22820973,All Races,5.2,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
5-9,0.1,0.2,20,Incidence,19929602,All Races,0.1,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
50-54,13.2,14.2,2965,Incidence,21639474,All Races,13.7,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
55-59,21.2,22.6,4121,Incidence,18814568,All Races,21.9,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
60-64,18.9,20.3,3003,Incidence,15342495,All Races,19.6,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
65-69,21.7,23.5,2618,Incidence,11594347,All Races,22.6,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
70-74,25.9,28.0,2401,Incidence,8911332,All Races,26.9,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
75-79,31.6,34.3,2419,Incidence,7345743,All Races,32.9,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
80-84,31.5,34.5,1892,Incidence,5730359,All Races,33,Male and Female,Liver and Intrahepatic Bile Duct,2008,FALSE
85+,25.6,28.4,1400,Incidence,5195840,All Races,26.9,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
<1,0.9,1.6,49,Incidence,4132735,All Races,1.2,Male and Female,Liver and Intrahepatic Bile Duct,2008,TRUE
1-4,~,~,~,Incidence,16138392,All Races,NA,Male and Female,Lung and Bronchus,2008,NA
10-14,~,~,~,Incidence,20706655,All Races,NA,Male and Female,Lung and Bronchus,2008,NA
15-19,0.1,0.3,41,Incidence,22210880,All Races,0.2,Male and Female,Lung and Bronchus,2008,TRUE
20-24,0.2,0.4,62,Incidence,21180612,All Races,0.3,Male and Female,Lung and Bronchus,2008,TRUE
25-29,0.5,0.7,122,Incidence,20902668,All Races,0.6,Male and Female,Lung and Bronchus,2008,TRUE
